item_index,word,selected_option
500,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
501,суд,661-N; СУД; 
502,достоинство,"118117-N; ЧУВСТВО СОБСТВЕННОГО ДОСТОИНСТВА; уважение к себе, осознание своих прав, своей значимости, независимость взглядов, суждений"
503,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
504,человек,2149-N; ЧЕЛОВЕК; 
505,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
506,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
507,суд,661-N; СУД; 
508,преступление,"637-N; ПРЕСТУПЛЕНИЕ; нарушение, обход каких-то правил, норм или законов"
509,вред,"106486-N; ПОТЕРЯ, УРОН, УЩЕРБ; неблагоприятное воздействие, зло, ущерб"
510,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
511,преступление,"637-N; ПРЕСТУПЛЕНИЕ; нарушение, обход каких-то правил, норм или законов"
512,основа,Нет верного варианта
513,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
514,обоснование,Спорный случай
515,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
516,суд,661-N; СУД; 
517,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
518,суд,661-N; СУД; 
519,наказание,1847-N; НАКАЗАНИЕ; 
520,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
521,суд,661-N; СУД; 
522,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
523,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
524,человек,2149-N; ЧЕЛОВЕК; 
525,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
526,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
527,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
528,суд,661-N; СУД; 
529,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
530,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
531,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
532,час,106739-N; ЧАС (ПРОМЕЖУТОК ВРЕМЕНИ); 
533,час,106739-N; ЧАС (ПРОМЕЖУТОК ВРЕМЕНИ); 
534,суд,661-N; СУД; 
535,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
536,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
537,безопасность,3856-N; БЕЗОПАСНОСТЬ; 
538,адвокат,2598-N; АДВОКАТ; 
539,возможность,"107695-N; ВОЗМОЖНОСТЬ ДЛЯ ОСУЩЕСТВЛЕНИЯ; условие или обстоятельство, позволяющее сделать, осуществить что-либо."
540,врач,1045-N; ВРАЧ; специалист с высшим медицинским образованием
541,государство,445-N; ГОСУДАРСТВО; 
542,счёт,Нет верного варианта
543,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
544,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
545,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
546,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
547,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
548,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
549,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
550,государство,445-N; ГОСУДАРСТВО; 
551,человек,2149-N; ЧЕЛОВЕК; 
552,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
553,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
554,защита,"106595-N; ОБЕРЕГАТЬ, ЗАЩИЩАТЬ; обеспечивать неприкосновенность, держать под защитой"
555,спор,"106830-N; СПОР (ОБСУЖДЕНИЕ); словесное состязание, обсуждение чего-либо двумя или несколькими лицами, в котором каждый отстаивает своё мнение"
556,спор,"106830-N; СПОР (ОБСУЖДЕНИЕ); словесное состязание, обсуждение чего-либо двумя или несколькими лицами, в котором каждый отстаивает своё мнение"
557,суд,661-N; СУД; 
558,суд,661-N; СУД; 
559,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
560,помощь,"106472-N; ПОМОЩЬ, ПОДДЕРЖКА; "
561,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
562,помощь,"106472-N; ПОМОЩЬ, ПОДДЕРЖКА; "
563,государство,445-N; ГОСУДАРСТВО; 
564,счёт,Нет верного варианта
565,государство,445-N; ГОСУДАРСТВО; 
566,человек,2149-N; ЧЕЛОВЕК; 
567,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
568,условие,"106448-N; ТРЕБОВАНИЕ, УСЛОВИЕ; "
569,человек,2149-N; ЧЕЛОВЕК; 
570,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
571,слово,"107257-N; ВЫСКАЗЫВАНИЕ (ТО, ЧТО ВЫСКАЗАНО); "
572,средство,Нет верного варианта
573,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
574,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
575,государство,445-N; ГОСУДАРСТВО; 
576,данные,"107581-N; ДАННЫЕ (СВЕДЕНИЯ); совокупность сведений, информация"
577,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
578,данные,"107581-N; ДАННЫЕ (СВЕДЕНИЯ); совокупность сведений, информация"
579,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
580,человек,2149-N; ЧЕЛОВЕК; 
581,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
582,государство,445-N; ГОСУДАРСТВО; 
583,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
584,государство,445-N; ГОСУДАРСТВО; 
585,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
586,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
587,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
588,народ,"369-N; НАСЕЛЕНИЕ; совокупность жителей какой-либо области, местности и т. п."
589,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
590,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
591,человек,2149-N; ЧЕЛОВЕК; 
592,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
593,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
594,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
595,государство,445-N; ГОСУДАРСТВО; 
596,политика,6646-N; ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ; 
597,направление,"106589-N; НАПРАВЛЕНИЕ ДЕЯТЕЛЬНОСТИ; направление, путь, ход развития чего-либо"
598,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
599,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
600,защита,"140492-N; ЗАЩИТА ОТ ВОЗДЕЙСТВИЯ; ограждение от внешней угрозы, нападений и других нежелательных воздействий"
601,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
602,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
603,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
604,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
605,год,"106724-N; ГОД (ПРОМЕЖУТОК ВРЕМЕНИ); единица измерения времени, определяемая астрономически и равная периоду обращения планеты вокруг ее звезды (в частном случае для Земли 365 или 366 дней)"
606,язык,2798-N; ЯЗЫК; 
607,год,"106724-N; ГОД (ПРОМЕЖУТОК ВРЕМЕНИ); единица измерения времени, определяемая астрономически и равная периоду обращения планеты вокруг ее звезды (в частном случае для Земли 365 или 366 дней)"
608,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
609,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
610,количество,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
611,программа,"118410-N; ПРОГРАММА, ПРОГРАММНЫЙ ДОКУМЕНТ; план действия, деятельности, работы"
612,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
613,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
614,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
615,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
616,народ,"369-N; НАСЕЛЕНИЕ; совокупность жителей какой-либо области, местности и т. п."
617,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
618,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
619,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
620,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
621,согласие,"107139-N; СОГЛАСИЕ, УТВЕРДИТЕЛЬНЫЙ ОТВЕТ; подтверждение или разрешение в ответ на просьбу, приказ или вопрос"
622,безопасность,3856-N; БЕЗОПАСНОСТЬ; 
623,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
624,ребёнок,Нет верного варианта
625,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
626,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
627,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
628,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
629,народ,"369-N; НАСЕЛЕНИЕ; совокупность жителей какой-либо области, местности и т. п."
630,народ,"369-N; НАСЕЛЕНИЕ; совокупность жителей какой-либо области, местности и т. п."
631,политика,6646-N; ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ; 
632,направление,"106589-N; НАПРАВЛЕНИЕ ДЕЯТЕЛЬНОСТИ; направление, путь, ход развития чего-либо"
633,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
634,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
635,согласие,"107139-N; СОГЛАСИЕ, УТВЕРДИТЕЛЬНЫЙ ОТВЕТ; подтверждение или разрешение в ответ на просьбу, приказ или вопрос"
636,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
637,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
638,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
639,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
640,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
641,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
642,организация,"106560-N; ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ; самостоятельное административно-хозяйственное учреждение или ведомство либо автономное подразделение такого учреждения."
643,представитель,"143594-N; ПРЕДСТАВИТЕЛЬ (ЛИЦО, ПРЕДСТАВЛЯЮЩЕЕ РАЗРЯД, ГРУППУ ЛЮДЕЙ); "
644,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
645,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
646,гражданство,"281-N; ГРАЖДАНСТВО; политическая и правовая принадлежность лица к числу граждан какого-либо государства, обуславливающая совокупность прав и обязанностей этого лица и защиту его прав со стороны государства"
647,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
648,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
649,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
650,состояние,"106563-N; СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА; внутреннее положение, совокупность обстоятельств существования объекта"
651,состояние,"106563-N; СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА; внутреннее положение, совокупность обстоятельств существования объекта"
652,страна,445-N; ГОСУДАРСТВО; 
653,защита,"140492-N; ЗАЩИТА ОТ ВОЗДЕЙСТВИЯ; ограждение от внешней угрозы, нападений и других нежелательных воздействий"
654,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
655,безопасность,3856-N; БЕЗОПАСНОСТЬ; 
656,война,1663-N; ВОЙНА; организованная вооруженная борьба между государствами или общественными классами
657,состояние,"106563-N; СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА; внутреннее положение, совокупность обстоятельств существования объекта"
658,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
659,награда,"85-N; НАГРАДА; ценность, даваемая в знак благодарности за что-либо"
660,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
661,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
662,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
663,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
664,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
665,болезнь,"616-N; БОЛЕЗНЬ; нарушение функционирования организма, серьёзное ухудшение здоровья"
666,болезнь,"616-N; БОЛЕЗНЬ; нарушение функционирования организма, серьёзное ухудшение здоровья"
667,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
668,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
669,голос,"114644-N; ГОЛОС, ПРАВО ГОЛОСА; "
670,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
671,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
672,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
673,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
674,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
675,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
676,голос,"114644-N; ГОЛОС, ПРАВО ГОЛОСА; "
677,суд,661-N; СУД; 
678,действие,"118698-N; ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ; некое единичное действие, деяние, а также поступок, проявление действий"
679,преступление,"637-N; ПРЕСТУПЛЕНИЕ; нарушение, обход каких-то правил, норм или законов"
680,суд,661-N; СУД; 
681,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
682,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
683,голос,"114644-N; ГОЛОС, ПРАВО ГОЛОСА; "
684,причина,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
685,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
686,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
687,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
688,парламент,"3909-N; ЗАКОНОДАТЕЛЬНЫЙ ОРГАН; высшее государственное законодательное собрание, построенное целиком или частично на выборных началах"
689,власть,143969-N; ПУБЛИЧНАЯ ВЛАСТЬ; права и полномочия органов государственного управления
690,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
691,день,"114433-N; КАЛЕНДАРНАЯ ДАТА; обозначение времени с указанием дня, месяца и года"
692,год,"106724-N; ГОД (ПРОМЕЖУТОК ВРЕМЕНИ); единица измерения времени, определяемая астрономически и равная периоду обращения планеты вокруг ее звезды (в частном случае для Земли 365 или 366 дней)"
693,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
694,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
695,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
696,фракция,Спорный случай
697,группа,"106627-N; ГРУППА ЛЮДЕЙ; совокупность лиц, объединённых общей профессией, деятельностью, общностью интересов, взглядов и т.п."
698,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
699,день,"106734-N; СУТКИ; время, за которое Земля или другая планета совершает один оборот вокруг своей оси."
700,день,"114433-N; КАЛЕНДАРНАЯ ДАТА; обозначение времени с указанием дня, месяца и года"
701,день,"114433-N; КАЛЕНДАРНАЯ ДАТА; обозначение времени с указанием дня, месяца и года"
702,связь,Нет верного варианта
703,преступление,"637-N; ПРЕСТУПЛЕНИЕ; нарушение, обход каких-то правил, норм или законов"
704,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
705,согласие,"107139-N; СОГЛАСИЕ, УТВЕРДИТЕЛЬНЫЙ ОТВЕТ; подтверждение или разрешение в ответ на просьбу, приказ или вопрос"
706,служба,"106506-N; СЛУЖБА, ЗАНЯТИЕ (ИСТОЧНИК ЗАРАБОТКА); служба, занятие, дело, как источник заработка"
707,организация,"106560-N; ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ; самостоятельное административно-хозяйственное учреждение или ведомство либо автономное подразделение такого учреждения."
708,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
709,государство,445-N; ГОСУДАРСТВО; 
710,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
711,причина,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
712,день,"106734-N; СУТКИ; время, за которое Земля или другая планета совершает один оборот вокруг своей оси."
713,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
714,согласие,"107139-N; СОГЛАСИЕ, УТВЕРДИТЕЛЬНЫЙ ОТВЕТ; подтверждение или разрешение в ответ на просьбу, приказ или вопрос"
715,граница,"673-N; ТЕРРИТОРИАЛЬНАЯ ГРАНИЦА; граница, предел чего-либо"
716,устройство,"106575-N; СТРОЕНИЕ, СТРУКТУРА; строение, внутренняя структура, организация объекта."
717,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
718,банк,"1278-N; БАНК (ФИНАНСОВОЕ УЧРЕЖДЕНИЕ); кредитно-финансовое учреждение, сосредоточивающее денежные средства и накопления, предоставляющее кредиты, осуществляющее денежные расчеты между предприятиями или частными лицами, выпуск денег в обращение, операции с ценными бумагами"
719,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
720,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
721,состояние,"106563-N; СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА; внутреннее положение, совокупность обстоятельств существования объекта"
722,состояние,"106563-N; СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА; внутреннее положение, совокупность обстоятельств существования объекта"
723,состояние,"106563-N; СОСТОЯНИЕ, ВНУТРЕННИЕ ОБСТОЯТЕЛЬСТВА; внутреннее положение, совокупность обстоятельств существования объекта"
724,безопасность,3856-N; БЕЗОПАСНОСТЬ; 
725,возможность,"107695-N; ВОЗМОЖНОСТЬ ДЛЯ ОСУЩЕСТВЛЕНИЯ; условие или обстоятельство, позволяющее сделать, осуществить что-либо."
726,награда,"85-N; НАГРАДА; ценность, даваемая в знак благодарности за что-либо"
727,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
728,информация,"928-N; ИНФОРМАЦИЯ; сведения, знания, передаваемые, хранимые или получаемые системой, например человеком; то, что некто сообщает или рассказывает; сообщения, новости"
729,государство,445-N; ГОСУДАРСТВО; 
730,организация,"106560-N; ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ; самостоятельное административно-хозяйственное учреждение или ведомство либо автономное подразделение такого учреждения."
731,представитель,"143594-N; ПРЕДСТАВИТЕЛЬ (ЛИЦО, ПРЕДСТАВЛЯЮЩЕЕ РАЗРЯД, ГРУППУ ЛЮДЕЙ); "
732,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
